Course Name,University / Industry Partner Name,Type of Content,Difficulty Level,Avg Total Learning Hours,Learning Hours-by instructor,Course Rating,Course URL,Course Description,Skills Learned,Scorable Skills,Specialization,Specialization URL,Subtitle Language,Course Language,ML Translation,Domain,Sub-Domain,Course ID,Specialization Ids,New Course,instructor,enrollment_count,Language_Flag
GenAI for Application Developers,Coursera,Course,INTERMEDIATE,1.380595192,3,4.87,https://www.coursera.org/learn/genai-for-application-developers,"“GenAI for Application Developer” is tailored for professionals eager to integrate AI into their development workflow. This comprehensive course introduces Gemini for Google Cloud (Duet AI), emphasizing its potential to streamline coding, debugging, and deployment processes. Learners will gain hands-on experience with Gemini for Google Cloud (Duet AI) tools, learning how to leverage them for enhanced productivity and efficiency in application development.

This course is designed for team leads, managers, senior developers, and software engineers. It is ideal for those who wish to integrate GenAI into their strategic initiatives for enhanced productivity, streamline their workflows, and advance their careers by mastering cutting-edge GenAI applications in application development.

Participants should have a basic understanding of software development, debugging, and deployment processes. Familiarity with programming languages like Python, Java, or JavaScript is recommended. An open mindset towards incorporating Generative AI (GenAI) tools and techniques, along with a curiosity to experiment and learn, will help maximize the benefits of this learning experience.

By the end of the course, learners will have a robust understanding of GenAI for application development. They will be able to implement Gemini for Google Cloud (Duet AI) in their projects to accelerate development cycles, reduce errors, and maintain high standards of code quality.","Generative AI, Prompt Engineering, Debugging, Application Development, Software Development Tools, Continuous Deployment, Application Deployment, Google Gemini, Google Cloud Platform, Code Review, Responsible AI","Generative AI, Prompt Engineering, Debugging, Application Development, Software Development Tools, Continuous Deployment, Application Deployment, Google Gemini, Google Cloud Platform, Code Review, Responsible AI",Building Smarter Software: GenAI Tools and Practices,https://www.coursera.org/specializations/building-smarter-software-genai-tools-and-practices,"Spanish, German, French, Arabic, Chinese (China), Kazakh, Portuguese (Brazil), Uzbek, Russian, English, Indonesian",English,"Spanish, German, French, Arabic, Chinese (China), Kazakh, Portuguese (Brazil), Uzbek, Russian, Indonesian",Computer Science,Mobile and Web Development,JiDDqTSJEe-f9Q6oSqnk-Q,yip7-2LeQIyzHNgQYHDRWA,FALSE,"Soheil Haddadi, Reza Moradinezhad",1744,English
GenAI for Digital Marketing and Ecommerce Analysts,Coursera,Course,INTERMEDIATE,1.115492976,2,4.78,https://www.coursera.org/learn/genai-for-digital-marketing-and-ecommerce-analysts,"In today's fast-paced e-commerce world, staying one step ahead is key to success. The ""Gen AI for Digital Marketing and E-commerce Analyst"" course is designed to equip digital marketers and e-commerce analysts with the knowledge and skills needed to effectively use generative artificial intelligence for data analysis and decision-making. 

Through a combination of discussions, video demonstrations, and practical exercises, participants will gain a clear understanding of how GenAI can enhance the efficiency of data collection and analysis for successful business operations. 

This course caters to a diverse group of learners, including beginners in e-commerce analytics and digital marketing seeking to enhance their analytical capabilities with AI. It's ideal for junior analysts and marketers wanting to integrate AI tools into their workflows, as well as small business owners and entrepreneurs looking to leverage AI for better business insights and a competitive edge. This broad range of participants fosters a dynamic learning environment where varied experiences and insights are shared.

Participants should have a foundational understanding of digital marketing, e-commerce, and data analysis, including familiarity with basic data collection, processing, and analysis techniques. Experience with tools like Google Analytics 4, Google Cloud Platform, Google Sheets, and Looker Studio is beneficial. An open mindset and willingness to experiment with Generative AI (GenAI) tools are essential. While deep technical training isn't required, prior exposure to data analysis will help in better absorbing and applying the course material.

By the end of the course, learners will have a comprehensive understanding of GenAI's role in digital marketing and e-commerce analytics. They will recognize the importance of GenAI, its data collection and processing capabilities, and real-world applications. Participants will analyze key indicators, apply best practices for data analysis, forecasting, and visualization, and plan GenAI implementation in their businesses. Additionally, they will assess the benefits of GenAI, its impact on business goals, and identify steps for further skills development.","Google Analytics, Artificial Intelligence, Data Analysis, Business Strategy, Key Performance Indicators (KPIs), E-Commerce, Data Processing, Generative AI, Marketing Analytics, Analytics, Web Analytics, Data Presentation","Google Analytics, Artificial Intelligence, Data Analysis, Business Strategy, Key Performance Indicators (KPIs), E-Commerce, Data Processing, Generative AI, Marketing Analytics, Analytics, Web Analytics, Data Presentation",Next-Gen Brand Management; GenAI for Marketing and Customer Insights,https://www.coursera.org/specializations/next-gen-brand-management,English,English,"Spanish, German, Arabic, French, Kazakh, Uzbek",Business,Marketing,Jhq141L-Ee-mywr_6bZvLw,6VZ9QMbRRrSI9w0YPyH4KQ; 3KID3QJHTgWh9-fvxX0vcQ,FALSE,Anton Voroniuk,2380,English
Generative AI: Supercharge Your Product Management Career,SkillUp,Course,INTERMEDIATE,2.324922257,9,4.59,https://www.coursera.org/learn/generative-ai-supercharge-your-product-management-career,"As generative AI disrupts every business and industry, the product manager’s role is also constantly transforming. This course enables product managers to expand their skill sets and give them an edge in their careers by leveraging AI.

For example, an AI product manager must understand generative AI tools and models, ethical considerations, and their practical application over and above product management skills.

This course demonstrates how you can use generative AI tools, frameworks, and platforms to significantly increase or “supercharge” your overall product management effectiveness. You will learn to harness the power of Generative AI to improve your ability to ideate, design, develop, launch, and deliver products that are a customer’s delight while keeping ethical considerations in mind.

Throughout this course, you will apply the concepts learned in hands-on labs and a final project. You will use Generative AI tools and models like ChatGPT, DALL-E, Gemini, CoPilot, etc.

Enroll now and be part of that niche group of AI-enabled product managers!","Product Management, Generative AI, Prompt Engineering, Product Lifecycle Management, Customer experience improvement, Organizational Effectiveness, Google Gemini, LLM Application, Data Ethics, Responsible AI, AI Product Strategy, Artificial Intelligence, Microsoft Copilot","Product Management, Generative AI, Prompt Engineering, Product Lifecycle Management, Customer experience improvement, Organizational Effectiveness, Google Gemini, LLM Application, Data Ethics, Responsible AI, AI Product Strategy, Artificial Intelligence, Microsoft Copilot",Generative AI for Product Managers; IBM AI Product Manager,https://www.coursera.org/specializations/generative-ai-for-product-managers,"Italian, Turkish, Dutch, Vietnamese, Korean, French, Arabic, Chinese (China), Hungarian, Greek, Kazakh, Portuguese (Brazil), Hindi, Uzbek, English, Indonesian, Spanish, Pushto, Swedish, Thai, German, Polish, Japanese, Ukrainian, Russian",English,"Italian, Turkish, Dutch, Vietnamese, Korean, French, Arabic, Chinese (China), Hungarian, Greek, Kazakh, Portuguese (Brazil), Hindi, Uzbek, Indonesian, Spanish, Pushto, Swedish, Thai, German, Polish, Japanese, Ukrainian, Russian",Computer Science,Design and Product,JhRINts_Ee6fcwr_8ZRNUw,yLWri3gYQT2PG5269iZ82w; dVxvpVBzSI2qpyGsH77oMQ,FALSE,SkillUp,13046,English
Specializing Foundation Models with Fine-Tuning,Coursera,-,NOT CALIBRATED,,9,,https://www.coursera.org/learn/coursera-instructor-network-07f866ac-72b2-4520-81da-8f1716ac74e2,"Specializing Foundation Models with Fine-Tuning equips you with the practical skills needed to adapt powerful pre-trained language models for domain-specific, high-impact applications. By completing this course, you will learn how to fine-tune large language models for custom NLP tasks, curate high-quality datasets from unstructured data, and rigorously evaluate both the performance and safety of generative AI systems using custom evaluation frameworks.

The course takes a hands-on, end-to-end approach. You’ll begin by exploring advanced fine-tuning techniques such as Reinforcement Learning from Human Feedback (RLHF), Proximal Policy Optimization (PPO), and Direct Preference Optimization (DPO), gaining experience aligning model behavior with human preferences. You’ll then focus on transforming raw, unstructured data into curated datasets that meaningfully improve fine-tuned model performance. Finally, you’ll learn how to assess generative AI systems in real-world, high-stakes contexts, with an emphasis on governance, compliance, and responsible deployment.

What makes this course unique is its multi-perspective design. It benefits from the expertise of IBM, Simplilearn, and Coursera, giving you exposure to diverse tools, workflows, and evaluation practices that reflect how fine-tuning and model assessment are performed across modern AI teams.","Large Language Modeling, Data Transformation, Data Analysis, Hugging Face, Data Visualization, Data Ethics, Data Quality, Data Cleansing, Responsible AI, Model Evaluation, Reinforcement Learning, Exploratory Data Analysis, Legal Risk, Data Preprocessing, Generative AI, Compliance Management, AI Security","Large Language Modeling, Data Transformation, Data Analysis, Hugging Face, Data Visualization, Data Ethics, Data Quality, Data Cleansing, Responsible AI, Model Evaluation, Reinforcement Learning, Exploratory Data Analysis, Legal Risk, Data Preprocessing, Generative AI, Compliance Management, AI Security",,,English,English,"Italian, Turkish, Azerbaijani, Dutch, Vietnamese, Arabic, French, Korean, Chinese (China), Hungarian, Greek, Kazakh, Portuguese (Brazil), Hindi, Uzbek, Indonesian, Spanish, Pushto, Swedish, Thai, German, Polish, Japanese, Ukrainian, Russian",Data Science,Machine Learning,Jfv50cUZEfCaRQ4dBfAgbQ,,TRUE,,,English
Build LLM Apps with LangChain.js,DeepLearning.AI,Project,INTERMEDIATE,0.145320915,4,4.63,https://www.coursera.org/learn/build-llm-apps-with-langchain-js-project,"JavaScript is the world’s most popular programming language, and now developers can program in JavaScript to build powerful LLM apps.

This course will show webdevs how to expand their toolkits with LangChain.js, a popular JavaScript framework for building with LLMs, and will cover useful concepts for creating powerful, context-aware applications.","LLM Application, LangChain, Retrieval-Augmented Generation, Python Programming, AI Orchestration, Prompt Engineering, Node.JS, JavaScript Frameworks","LLM Application, LangChain, Retrieval-Augmented Generation, Python Programming, AI Orchestration, Prompt Engineering, Node.JS, JavaScript Frameworks",,,,English,"Italian, Turkish, Dutch, Arabic, French, Korean, Chinese (China), Hungarian, Greek, Portuguese (Brazil), Hindi, Indonesian, Spanish, Swedish, Thai, German, Polish, Japanese, Ukrainian, Russian",Computer Science,Software Development,JfASfdBSEe6SjxKHxThXWw,,FALSE,Jacob Lee,4029,English
Communication as a Technical Leader,University of Colorado Boulder,Course,BEGINNER,3.718566926,8,4.53,https://www.coursera.org/learn/communication-as-a-technical-leader,"An engineering leader spends a majority of their day interacting with others.  Indeed, studies repeatedly point to the impact communication skills have on the ability of managerial leaders to succeed or fail. Too often, individuals move into managerial leadership roles without an awareness of the need to improve in this area.  This course focuses on interpersonal skills such as listening, counseling, non-verbals, mentoring, coaching, building trust, and providing feedback.

This course can be taken for academic credit as part of CU Boulder’s Master of Engineering in Engineering Management (ME-EM) degree offered on the Coursera platform. The ME-EM is designed to help engineers, scientists, and technical professionals move into leadership and management roles in the engineering and technical sectors. With performance-based admissions and no application process, the ME-EM is ideal for individuals with a broad range of undergraduate education and/or professional experience. Learn more about the ME-EM program at https://www.coursera.org/degrees/me-engineering-management-boulder.","Interpersonal Communications, Management Training And Development, Non-Verbal Communication, Rapport Building, Business Communication, Active Listening, Constructive Feedback, Technical Management, Professional Development, Trustworthiness, Coaching, Communication, Leadership, Supervision, Verbal Communication Skills, Emotional Intelligence, Leadership Development","Interpersonal Communications, Management Training And Development, Non-Verbal Communication, Rapport Building, Business Communication, Active Listening, Constructive Feedback, Technical Management, Professional Development, Trustworthiness, Coaching, Communication, Leadership, Supervision, Verbal Communication Skills, Emotional Intelligence, Leadership Development",Technical Communication,https://www.coursera.org/specializations/technical-communication,"Italian, Turkish, Dutch, Vietnamese, Korean, French, Arabic, Chinese (China), Greek, Kazakh, Portuguese (Brazil), Hindi, Indonesian, English, Spanish, Swedish, Thai, German, Polish, Japanese, Ukrainian, Russian",English,"Italian, Turkish, Dutch, Korean, French, Arabic, Chinese (China), Greek, Kazakh, Portuguese (Brazil), Hindi, Indonesian, Spanish, Swedish, Thai, German, Polish, Japanese, Ukrainian, Russian",Personal Development,Personal Development,Jejq_DONEe2tpQ5y4J14fw,XOkyUXWFEe2Zvg5wz1bF1Q,FALSE,Daniel Moorer,7719,English
Enhancing Customer Insights with Generative AI,Coursera,Course,INTERMEDIATE,1.66393975,3,5,https://www.coursera.org/learn/enhancing-customer-insights-with-generative-ai,"This short course equips marketing professionals, data analysts, and business strategists with practical skills to analyze customer behavior, generate actionable insights, and drive growth using the latest AI tools and real-world case studies. Learn how to seamlessly integrate AI into your business strategy and stay ahead in today's competitive market.
By completing this course, you'll apply GenAI techniques to market research and customer behavior analysis, generating actionable insights to optimize your marketing strategies and business plans immediately.

By the end of this course, you will be able to:
Identify GenAI tools and modelling techniques  that. can transform your approach to market research.
Use GenAI-driven market research strategies to derive actionable insights from big data.
Evaluate opportunities to integrate generative AI into business strategies.

This course is unique because it not only covers the theoretical aspects of generative AI but also provides practical strategic implementation with leading AI tools and platforms. You’ll learn from real-world case studies, ensuring that you are prepared to implement these techniques in your professional role.

To be successful in this course, you should have a background in data analysis, marketing, or business strategy, with a basic understanding of AI concepts and tools.","Consumer Behaviour, Marketing Analytics, Case Studies, Data Visualization Software, Data Analysis, AI Enablement, Generative AI, Data Preprocessing, Market Research, Big Data, Business Strategy, Market Analysis, Customer Insights","Consumer Behaviour, Marketing Analytics, Case Studies, Data Visualization Software, Data Analysis, AI Enablement, Generative AI, Data Preprocessing, Market Research, Big Data, Business Strategy, Market Analysis, Customer Insights",GenAI for Marketing and Customer Insights,https://www.coursera.org/specializations/genai-for-marketing-and-customer-insights,,English,"Spanish, German, French, Arabic, Hungarian, Portuguese (Brazil), Kazakh, Uzbek",Business,Leadership and Management,J_dQiWBkEe-sMAr_0JE2tw,3KID3QJHTgWh9-fvxX0vcQ,FALSE,Resham Sivnarain,649,English
Websitemodernisierung mit generativer KI in Google Cloud,Google Cloud,Course,BEGINNER,,4,,https://www.coursera.org/learn/websitemodernisierung-mit-generativer-ki-in-google-cloud-de,"Optimieren Sie die Navigationsumgebung Ihrer Website mit generativer KI, um die Suchfunktion für die Nutzer zu verbessern. In diesem Kurs lernen Sie, wie Sie mit Vertex AI Search Ihren Nutzern eine auf generativer KI basierende Suchfunktion bieten können, mit der sich Inhalte auf der Website einfacher finden lassen. Als Website-Editor lernen Sie außerdem, wie Sie mit generativer KI schnell und effizient anhand von Vorschlägen Inhalte übersetzen und verbessern können.","Generative AI, Google Cloud Platform, Web Content, Web Analytics and SEO, AI Personalization, AI Enablement, Prompt Engineering","Generative AI, Google Cloud Platform, Web Content, Web Analytics and SEO, AI Personalization, AI Enablement, Prompt Engineering",,,German,German,,Computer Science,Software Development,J_6Tix6OEfC5wQ7Ux-t3bw,,FALSE,Google Cloud Training,14,Others
Agentes de IA generativa: transforma tu organización,Google Cloud,Course,BEGINNER,1.296836845,3,4.86,https://www.coursera.org/learn/gen-ai-agents-transform-your-organization-es,"Agentes de IA generativa: transforma tu organización es el quinto y último curso de la ruta de aprendizaje Líder de IA generativa. En este curso, se analiza cómo las organizaciones pueden usar agentes de IA generativa personalizados para abordar desafíos empresariales específicos. Puedes obtener experiencia práctica a través de la creación de un agente de IA básico mientras exploras los componentes de estos agentes, como los modelos, los bucles de razonamiento y las herramientas.","Strategic Planning, AI Orchestration, AI Enablement, Organizational Change, AI Workflows","Strategic Planning, AI Orchestration, AI Enablement, Organizational Change, AI Workflows",Líder de IA generativa (Generative AI Leader),https://www.coursera.org/specializations/genaileader-es,,Spanish,,Computer Science,Software Development,JX_FYF5fEfCasRIXylGshw,nlcnJba9SeiZMH6UZVczTA,FALSE,Google Cloud Training,1136,Others
Advanced Customer Relationship Management,Microsoft,Course,ADVANCED,3.192123655,21,,https://www.coursera.org/learn/microsoft-advanced-customer-relationship-management,"Advanced Customer Relationship Management focuses on enhancing customer engagement strategies and deepening relationship-building skills. Learners will explore advanced strategies for client retention, develop tools for assessing customer needs, and create effective proposals to enhance their client retention efforts. The course will also address achieving customer success and satisfaction through strategic customer relationship management, demonstrating how to utilize Microsoft Dynamics 365 and Microsoft Copilot to streamline these processes.","Client Services, Customer Relationship Management (CRM) Software, Relationship Building, Customer Insights","Client Services, Customer Relationship Management (CRM) Software, Relationship Building, Customer Insights",Microsoft Account Manager with Generative AI,https://www.coursera.org/specializations/microsoft-account-manager-with-generative-ai,English,English,,Business,Marketing,JXZWH8OOEfCR6wr_yMSqQw,hOt0L8cZTc-L6_mEII61kw,FALSE,Microsoft,950,English
Copilot for Power BI,Microsoft,Course,INTERMEDIATE,1.119639742,1,4.49,https://www.coursera.org/learn/copilot-for-power-bi,This course portrays how Copilot can be leveraged in conjunction with Power BI to streamline process and enhance work outputs. It provides a general overview as well as detailed use case demonstrations for Power BI practitioners who want to augment their skills with Generative AI.,"Generative AI, Power BI, Microsoft Copilot, Data Analysis, Interactive Data Visualization, Data Storytelling, Data Manipulation, Data Visualization, Data Presentation, Business Intelligence, Data Analysis Expressions (DAX), Prompt Engineering, Microsoft Power Platform","Generative AI, Power BI, Microsoft Copilot, Data Analysis, Interactive Data Visualization, Data Storytelling, Data Manipulation, Data Visualization, Data Presentation, Business Intelligence, Data Analysis Expressions (DAX), Prompt Engineering, Microsoft Power Platform",Microsoft Power BI and Power Platform for Productivity; Unlock Business Insights with Microsoft Excel and Power BI,https://www.coursera.org/specializations/microsoft-power-bi-and-power-platform-productivity,"Azerbaijani, Turkish, Dutch, Vietnamese, Urdu, Arabic, Korean, Hungarian, Greek, Portuguese (Brazil), Hindi, Uzbek, English, Thai, Japanese, Italian, French, Chinese (China), Kazakh, Indonesian, Spanish, Pushto, Bengali, Swedish, German, Polish, Ukrainian, Russian",English,"Azerbaijani, Spanish, Arabic, German, French, Chinese (China), Portuguese (Brazil), Kazakh, Japanese, Uzbek, Russian, Indonesian",Computer Science,Software Development,JX5TIzPzEe-f9Q6oSqnk-Q,mHbMHgzARVmL0SNdtwFKJg; E841xanJRPynSh4DopH0NQ,FALSE,Microsoft,6597,English
Deploy Resilient AI Microservices with LangChain,Coursera,Course,INTERMEDIATE,,4,,https://www.coursera.org/learn/deploy-resilient-ai-microservices-with-langchain,"Deploy Resilient AI Microservices with LangChain is a hands-on course that transforms LangChain applications from local prototypes into production-grade systems. You'll decompose monolithic apps into modular services—retrievers, LLM endpoints, and post-processors—connected through gRPC interfaces for scalability and fault isolation. You'll containerize and deploy using Docker and Kubernetes, writing production-ready Dockerfiles with health checks, managing environment variables, and automating rollouts to AWS ECR. Then implement comprehensive observability with OpenTelemetry tracing, Prometheus metrics, and Jaeger/Grafana dashboards to measure latency, throughput, and errors. Finally, you'll master chaos engineering using Chaos Mesh or Gremlin to simulate pod failures, network delays, and resource exhaustion, calculating MTTD and MTTR to measure system resilience.

This course is for developers and MLOps pros ready to scale LangChain apps using Python, APIs, and Docker for production-grade AI systems.

Learners should have basic Python or JavaScript skills, be familiar with REST APIs and Docker fundamentals, and understand general AI or LLM workflows.

By the end of this course, you'll have a fully deployed, observable, fault-tolerant microservice architecture with reusable templates, deployment YAMLs, and a resilience checklist for any AI system. Designed for developers, data engineers, and MLOps professionals ready to make AI systems not just smart, but strong.","Containerization, Kubernetes, Microservices, Application Deployment, Large Language Modeling, API Design, LangChain, MLOps (Machine Learning Operations), System Monitoring, Scalability, Grafana, Prometheus (Software), Performance Testing, Docker (Software), LLM Application, Cloud Deployment","Containerization, Kubernetes, Microservices, Application Deployment, Large Language Modeling, LangChain, MLOps (Machine Learning Operations), System Monitoring, Scalability, Grafana, Prometheus (Software), Performance Testing, Docker (Software), LLM Application, Cloud Deployment",Build Next-Gen LLM Apps with LangChain & LangGraph,https://www.coursera.org/specializations/build-next-gen-llm-apps-with-langchain-langgraph,English,English,,Computer Science,Software Development,JX5DX7V4EfCZPhK-hxi4Uw,QaSPPcVVQWmZMPWUtukQsw,FALSE,Starweaver,148,English
Maximizing Marketing Success with Generative AI Strategies,Coursera,Course,BEGINNER,0.449543475,1,4.8,https://www.coursera.org/learn/maximizing-marketing-success-gen-ai-strategies,"This course comprises three videos focusing on the effective integration of Generative AI (GenAI) in marketing strategies. Note that there's no hands-on practice or assessments in this course.

The first video focuses on how to use the Key Performance Indicators (KPIs) and metrics to evaluate the effectiveness of generative AI marketing strategies. The second video shows how to adapt marketing strategies according to user behavior using GenAI. The final video underscores the importance of ethical considerations when employing GenAI in marketing campaigns.","Marketing, AI Personalization, Key Performance Indicators (KPIs), Business Ethics, Marketing Strategies, Generative AI Agents, Marketing Analytics, Consumer Behaviour, Data Ethics, Market Dynamics, Marketing Effectiveness","Marketing, AI Personalization, Key Performance Indicators (KPIs), Business Ethics, Marketing Strategies, Generative AI Agents, Marketing Analytics, Consumer Behaviour, Data Ethics, Market Dynamics, Marketing Effectiveness",,,"Italian, Turkish, Dutch, Arabic, French, Korean, Chinese (China), Hungarian, Greek, Portuguese (Brazil), Hindi, Indonesian, English, Spanish, Swedish, Thai, German, Polish, Japanese, Ukrainian, Russian",English,"Italian, Turkish, Dutch, Arabic, French, Korean, Chinese (China), Hungarian, Greek, Portuguese (Brazil), Hindi, Indonesian, Spanish, Swedish, Thai, German, Polish, Japanese, Ukrainian, Russian",Business,Marketing,JV-RhH8tEe6hyw4UDDa2MQ,,FALSE,,,English
Priorities for Businesses Adopting Generative AI,University of Michigan,Short Course,NOT CALIBRATED,,1,,https://www.coursera.org/videos/umich-priorities-for-businesses-adopting-generative-ai-4mox4/rKWQz,"What are priorities for businesses adopting generative AI? In this video, Merve Hickok addresses the prospects, challenges, and non-negotiable factors businesses must consider when adopting generative AI. She highlights the fluid nature of the technology, underlining the necessity of trustworthiness, safety, security, inclusion and human-centric design in its implementation.  There are three primary considerations for executives in organizations planning to adopt generative AI: organizational readiness, performing due diligence, and implementing robust governance measures. The need for continuous improvement, taking into account internal and external stakeholders' perspectives, is emphasized. 

Learning Objectives:

1. Understand the importance of preparing for, managing, and continuously monitoring generative AI systems when generative AI systems are implemented. 
2. Identify the three topic priorities for businesses adopting generative AI.","AI Enablement, Governance Risk Management and Compliance, Responsible AI, Continuous Improvement Process, Governance, Leadership and Management, Organizational Change, AI Security, Data Governance, Generative AI, Data Ethics, Diversity and Inclusion, Business Priorities, Organizational Strategy, Due Diligence","AI Enablement, Governance Risk Management and Compliance, Responsible AI, Continuous Improvement Process, Governance, Leadership and Management, Organizational Change, AI Security, Data Governance, Generative AI, Data Ethics, Diversity and Inclusion, Business Priorities, Organizational Strategy, Due Diligence",,,"Italian, Turkish, Dutch, Korean, French, Arabic, Chinese (China), Hungarian, Greek, Portuguese (Brazil), Hindi, English, Indonesian, Spanish, Swedish, Thai, German, Polish, Japanese, Ukrainian, Russian",English,"Italian, Turkish, Dutch, Korean, French, Arabic, Chinese (China), Hungarian, Greek, Portuguese (Brazil), Hindi, Indonesian, Spanish, Swedish, Thai, German, Polish, Japanese, Ukrainian, Russian",Data Science,Machine Learning,JQWdIrN-Ee6oQA6J-7B2nw,,FALSE,,,English
GenAI for Telemedicine Data Security,Coursera,Course,INTERMEDIATE,1.107986298,5,5,https://www.coursera.org/learn/genai-for-telemedicine-data-security,"This course, ""Generative AI for Telemedicine Data Security,"" introduces healthcare professionals to the transformative role of AI in protecting patient information in the digital age. Designed for innovators and tech-savvy medical practitioners, it breaks down the essentials of Generative AI, its applications in telemedicine security, and critical considerations like ethical implications and regulatory compliance. Through real-world demonstrations and practical insights, you'll learn to evaluate AI solutions, design implementation strategies, and establish responsible AI guidelines to enhance data protection in your telemedicine practice. No advanced technical knowledge is required!

This course is designed for healthcare professionals, telemedicine providers, health IT staff, and anyone interested in healthcare technology and data security. Whether you're managing virtual clinics, working in health IT operations, or exploring innovations in telemedicine, this course equips you with the knowledge to leverage Generative AI for securing sensitive healthcare data.

Participants should have a basic understanding of telemedicine workflows and healthcare processes, as well as familiarity with general data security concepts. No programming experience is required, making this course accessible to a wide range of professionals eager to explore AI's impact on healthcare data protection.

After completing this course, learners will be able to analyze and evaluate Generative AI solutions for telemedicine security needs and assess their impact on existing protocols. Participants will design basic AI implementation strategies and evaluate the ethical implications of using AI in data protection. Additionally, learners will develop guidelines for responsible AI use in healthcare settings, ensuring compliance with regulations and ethical standards.","AI Security, Design, Health Insurance Portability And Accountability Act (HIPAA) Compliance, Regulatory Compliance, Innovation, Health Technology, Analysis, Generative AI, Medical Privacy, Data Security, Health Care Procedure and Regulation, Telehealth, Security Strategy, Healthcare Ethics, Responsible AI","AI Security, Design, Health Insurance Portability And Accountability Act (HIPAA) Compliance, Regulatory Compliance, Innovation, Health Technology, Analysis, Generative AI, Medical Privacy, Data Security, Health Care Procedure and Regulation, Telehealth, Security Strategy, Healthcare Ethics, Responsible AI",Generative AI-Powered Solutions for Modern Healthcare,https://www.coursera.org/specializations/generative-ai-powered-solutions-for-modern-healthcare,English,English,"Spanish, Arabic, French, German, Hungarian, Kazakh, Uzbek",Data Science,Machine Learning,JOmy3K5AEe-NGg6igj04HQ,7-_mWRyaTQGddktDDzdJUg,FALSE,Ritesh Vajariya,352,English
Build and Execute an Organisational AI Strategy,Coursera,Course,INTERMEDIATE,2.79833077,5,4.6,https://www.coursera.org/learn/build-and-execute-an-organisational-ai-strategy,"AI is the hottest, most exciting technology to burst onto the scene in recent years. Its impact is so big, it is revolutionizing industries all over the globe. If you are an executive, you may be wondering how to harness AI's incredible power for your organization. Well, this course is going to show you how to do just that. 

This Short Course was created to help leaders in organizations harness the power of AI to create long-term value for their businesses. 

By completing this course you'll be able to develop and execute an effective AI Strategy for your organization that enables efficiency, growth, and an increased competitive advantage. 
More specifically, in this 1.5-hour long course, you will learn how to develop your organization's GenAI capability to enable the sustainable delivery of AI-powered solutions, analyze the potential applications of GenAI in your organization, identify opportunities for improvement and expansion, and apply a governance structure that assures the implementation of GenAI solutions that are ethical and compliant with legislation. 

This course is unique because it will give you all the essentials you will need to turn your organization into an AI-fueled powerhouse.","Organizational Strategy, Responsible AI, Generative AI, Artificial Intelligence, Business Strategy, AI Enablement, Innovation, Performance Improvement, Regulation and Legal Compliance, Strategic Leadership, Governance, Operational Efficiency","Organizational Strategy, Responsible AI, Generative AI, Artificial Intelligence, Business Strategy, AI Enablement, Innovation, Performance Improvement, Regulation and Legal Compliance, Strategic Leadership, Governance, Operational Efficiency",Harnessing AI for Business Impact,https://www.coursera.org/specializations/harnessing-ai-for-business-impact,"Spanish, German, French, Arabic, Hungarian, Kazakh, Japanese, Uzbek, English",English,"Spanish, German, French, Arabic, Hungarian, Kazakh, Japanese, Uzbek",Business,Leadership and Management,JNLxwew1Ee60YBL_Tur-fQ,piy8CDE2Q8eVU-w0l046qg,FALSE,Veronica Moran,5611,English
Building Multi-Agent Systems using LangGraph and Autogen,Edureka,Course,INTERMEDIATE,,8,,https://www.coursera.org/learn/building-multi-agent-systems-langgraph-autogen,"This course introduces the essentials of multi-agent AI systems using LangGraph and Autogen, combining architectural understanding with hands-on development of intelligent, collaborative agents. Designed to give you both conceptual foundations and practical experience, it explores how agent-based systems are redefining automation, decision-making, and AI-powered problem-solving.

Through guided lessons and coding demonstrations, you’ll learn how to construct multiple AI agents that communicate, plan, and execute tasks autonomously. You will work with LangGraph to structure agent workflows and use Autogen to enable dynamic interaction between agents. The course covers key topics such as agent communication, reasoning loops, task decomposition, and coordination for real-world applications like research, analysis, and workflow management.

By the end of this course, you will be able to:
• Understand the architecture, behavior, and lifecycle of multi-agent systems.
• Build intelligent agents using LangGraph and Autogen for collaborative problem-solving.
• Implement reasoning and communication strategies for effective task orchestration.
• Evaluate and optimize multi-agent performance for scalability and reliability.

This course is ideal for developers, data scientists, and AI practitioners who want to learn how to design and deploy intelligent multi-agent systems that can perform complex workflows autonomously.

A basic understanding of Python programming and familiarity with machine learning or AI concepts will be helpful, but no prior experience with LangGraph or Autogen is required.

Join us to explore the future of autonomous AI systems and learn how to build, coordinate, and optimize agents that think, collaborate, and act intelligently.","Agentic Workflows, AI Orchestration, AI Security, AI Workflows","Agentic Workflows, AI Orchestration, AI Security, AI Workflows",Autonomous AI Agent Systems and Orchestration,https://www.coursera.org/specializations/autonomous-ai-agent-systems-and-orchestration,English,English,,Computer Science,Software Development,JLAN4LCnEfChExLXPTX4xw,pWvrgBozREOGAnSNe0nhHw,FALSE,Edureka,255,English
